Sales_Region,total_revenue
Lindseyborough,1075.31
Joefurt,1075.31
Gabrielchester,1075.01
Garrettstad,1074.96
North Williamborough,1074.83
South Ray,1074.52
Daisyberg,1074.3799999999999
Holderview,1074.1399999999999
Gabriellechester,1074.01
Maynardfort,1073.97
Hooverborough,1073.81
South Sarahbury,1073.75
South Annette,1073.67
Fosterland,1073.6399999999999
Coffeyfurt,1073.4099999999999
South Gregoryport,1073.3600000000001
Armstrongfurt,1073.31
Brandyburgh,1073.21
Lake Stevefurt,1072.81
Herrerahaven,1072.69
West Ericport,1072.58
Morrisonburgh,1072.3899999999999
South Ashleyborough,1072.3799999999999
West Theresastad,1072.33
South Kimberlyberg,1072.31
New Sarahville,1072.31
Juliaburgh,1072.26
Deckerhaven,1072.05
Brandistad,1072.01
Darrenside,1071.98
North Garystad,1071.96
Wandamouth,1071.95
East Kimberlymouth,1071.8799999999999
Port Andrealand,1071.76
Lake Richardhaven,1071.6
New Sharonshire,1071.47
Diaztown,1071.31
South Wesley,1070.98
Medinachester,1070.83
Vanessaside,1070.8
Gabrielleport,1070.76
West Melissatown,1070.68
Shaneburgh,1070.31
Solomonview,1070.19
Fordtown,1070.19
East Brendaborough,1070.15
Jeromeberg,1070.1
North Henry,1070.05
Adamton,1069.99
East Christopherbury,1069.95
Bensontown,1069.8
East Brianstad,1069.77
South Douglasville,1069.71
New Andrewton,1069.67
Kimhaven,1069.27
New Markbury,1068.97
Oliviaview,1068.85
Marcton,1068.83
Boydchester,1068.8
East Jon,1068.75
East Leah,1068.58
New Stephanieburgh,1068.54
North Loriville,1068.37
Mossfurt,1068.31
New Ericport,1068.11
North Rebeccaborough,1068.03
Roystad,1067.97
North Jane,1067.8600000000001
Russelltown,1067.8200000000002
South Barbaraport,1067.82
Lake Brandonville,1067.82
Henrytown,1067.74
Lake Andrewside,1067.6399999999999
Yangmouth,1067.54
Josehaven,1067.25
East Robertborough,1067.19
Lake Davidhaven,1067.18
South Tracey,1067.1299999999999
Shawberg,1066.8
North Heatherbury,1066.33
Woodsfurt,1066.31
Schmittshire,1066.1100000000001
South Stephaniehaven,1065.6499999999999
South Charleschester,1065.63
Port Ricardo,1065.52
Powersfurt,1065.35
Dominiquebury,1064.93
Wellsbury,1064.8
Reginaberg,1064.67
New Nathanton,1064.62
Port Davidton,1064.47
Ortizberg,1064.3
Berryhaven,1064.29
New Darrylview,1064.21
Julialand,1064.2
East Michaelland,1064.02
North Ryanton,1063.91
Eddieside,1063.66
Port Kathleenshire,1063.55
Stoneport,1063.42
Huntberg,1063.1100000000001
North Stevenburgh,1062.75
South Amyfurt,1062.7
South Timothystad,1062.55
North Davidborough,1062.55
North Justinfort,1062.53
Nathanland,1062.52
Shawville,1062.36
Bryanton,1062.33
Nancyside,1062.3
Shawstad,1061.92
Rojasborough,1061.73
Yangchester,1061.72
Lake Sydney,1061.72
South Nicoletown,1061.68
South Johnbury,1061.57
Danastad,1061.26
Matthewstown,1060.7
Shelbyfurt,1060.6599999999999
Cookton,1060.59
West Jamesville,1060.41
Bellchester,1060.38
New Sarahmouth,1060.24
East Julian,1060.06
Harthaven,1060.03
Morenostad,1059.81
Lake Tanyamouth,1059.69
Ronaldchester,1059.53
Cobbfort,1059.49
East Billymouth,1059.47
Carlyshire,1059.44
New Jeffreybury,1059.42
Frostchester,1059.4
Trevorhaven,1059.18
East Nicoleport,1059.01
Lake Audrey,1058.93
Romanstad,1058.81
New Timothytown,1058.54
Port Alantown,1058.23
West Erik,1058.04
New Harry,1058.04
Stephenport,1057.94
North Richardshire,1057.92
Curtisland,1057.75
East Damon,1057.37
Lake Elizabethstad,1057.3600000000001
West Jamesburgh,1057.35
New Louis,1057.25
Port Samuelton,1056.99
West Doris,1056.9299999999998
South Teresashire,1056.78
Wadeshire,1056.59
Lake Justinburgh,1056.56
South Brucebury,1056.4299999999998
New Arthur,1056.39
North Andreaside,1056.33
Lake Brianland,1056.21
Moonshire,1055.9
West Samuelfort,1055.84
West Stephanieton,1055.38
Lake Michelleburgh,1055.3600000000001
Jeremychester,1055.21
Hayeston,1055.06
Port Casey,1054.9299999999998
West Sharonland,1054.82
New Gregoryburgh,1054.67
Lukeborough,1054.53
North Matthewbury,1054.3899999999999
Port Connor,1054.28
South Evelyn,1054.21
Mcintyrestad,1054.02
Reginaland,1053.86
Leslieborough,1053.76
Boothshire,1053.76
Lake Jordan,1053.57
New Philip,1053.37
West Bobby,1053.23
Port Edwardburgh,1053.23
Larrytown,1053.1
Gonzalesview,1052.99
North Richardside,1052.82
Bethfurt,1052.79
Zhangmouth,1052.51
South Davidfurt,1052.51
Jacobfort,1052.43
Grossville,1052.25
East Edwardstad,1052.17
Darrenborough,1051.9299999999998
Cynthiaville,1051.91
Lake Adammouth,1051.57
New Sharonside,1051.43
North Antonioton,1051.33
Jesseview,1051.0
Ralphfort,1050.8899999999999
Lake Brianstad,1050.83
Grayborough,1050.83
Ortizfort,1050.79
Meltonchester,1050.73
Mcbridetown,1050.62
Sheaborough,1050.43
Tanyaberg,1050.3400000000001
Schaefermouth,1050.18
Ellisland,1050.06
East Aliciamouth,1050.03
Bradyside,1049.94
Floresville,1049.8200000000002
East Andreaborough,1049.76
West Patrickmouth,1049.75
North Anthonytown,1049.6100000000001
Lake Stephanietown,1049.28
West Deborahland,1049.03
Maxwellmouth,1048.79
Gabrielleshire,1048.75
West Sharonshire,1048.71
West Courtneychester,1048.6100000000001
West Matthewton,1048.51
South Michaela,1048.17
Lake Kiara,1048.08
East Andreaport,1048.01
Lake Lance,1047.88
Barberview,1047.77
Hullstad,1047.45
South Candaceton,1047.1399999999999
Reillyland,1046.62
Port Angelamouth,1046.52
Port Jacobmouth,1046.49
Port Tylerville,1046.38
New Shawnborough,1046.31
Garnerview,1046.13
North Kristi,1046.02
South Anthonyshire,1045.79
New Patriciaville,1045.53
North Calvin,1045.33
West Alvin,1045.2
Carolynville,1045.03
Gordonside,1044.74
Francisberg,1044.65
Lake Elizabethborough,1044.6
Kendratown,1044.55
Howardchester,1044.0700000000002
North Phyllis,1043.9299999999998
Holmesville,1043.87
Port Ashleyview,1043.3600000000001
Hunterside,1042.79
Blairside,1042.79
Bryantchester,1042.6
Hardinshire,1042.5
Kelseychester,1042.44
Calhounbury,1042.44
New Adamview,1042.42
Seanview,1042.39
Lake Nicoleville,1042.31
Rubiohaven,1042.24
Port Christopherfurt,1042.22
Racheltown,1042.16
Colemanfort,1041.73
West Kristine,1041.65
Reedshire,1041.48
East Karlberg,1041.0
North Laurenfort,1040.98
South Candice,1040.81
South Stephaniechester,1040.7
West Martin,1040.57
North Nicoleville,1040.51
Heidishire,1040.43
Carlosview,1040.42
Clineborough,1040.41
Murraystad,1040.39
Fryfort,1040.39
Caseyhaven,1040.15
Greerfort,1040.0500000000002
Lake Stephenfort,1039.8400000000001
New Vincentmouth,1039.76
Bethport,1039.5300000000002
Lake Juliestad,1039.43
North Jeremymouth,1039.42
Nataliefurt,1038.9299999999998
East Richardstad,1038.76
Danielsfurt,1038.52
North Julieview,1038.01
Nortonview,1037.8
Evelynfurt,1037.78
Traceychester,1037.61
North Grace,1037.56
West Victoriahaven,1037.5
North Kimberlyburgh,1037.46
New Nicolefurt,1037.41
South Diana,1037.33
Lawrencefurt,1037.04
South Barry,1037.0
Nicholetown,1036.9499999999998
South Frederickchester,1036.93
Oconnorton,1036.91
West Molly,1036.82
Fergusonview,1036.7
West Russellview,1036.65
Kristinefort,1036.6
South Gregoryton,1036.55
New Jeremiah,1036.48
Zimmermanmouth,1036.47
Port Ethanfurt,1036.3
Lake Christophertown,1036.17
West Aprilview,1035.84
Port Andrewfurt,1035.84
West Autumn,1035.74
West Kimberlyland,1035.68
East Angelicaborough,1035.53
West Sarahtown,1035.16
Zunigaland,1035.07
Brockshire,1035.05
Port Haroldmouth,1034.5500000000002
Brettchester,1034.44
West Davidview,1034.3
Colemanfurt,1034.23
Gabrielleborough,1033.79
Cindyborough,1033.79
South Deannamouth,1033.6599999999999
Port Stacy,1033.54
South Thomastown,1033.1499999999999
Port Gabriella,1033.04
Taraport,1032.49
Nathanielhaven,1032.4
Gutierrezview,1032.28
New Robinside,1032.05
Harringtonton,1032.04
Port Danielleport,1032.02
Kleinmouth,1031.77
Lindaborough,1031.67
North Jessicaberg,1031.6200000000001
South Josephburgh,1031.52
East Sonyafort,1031.35
Lake Wendytown,1031.24
Torresfurt,1031.1799999999998
Munozhaven,1030.9
Lake Marcusborough,1030.88
Danashire,1030.8700000000001
Lake Josephmouth,1030.75
Port Lindashire,1030.24
Lake Jon,1030.01
Valentineland,1029.95
Ortegaport,1029.9299999999998
South Andrewfort,1029.89
Schmidtshire,1029.69
West Jasonberg,1029.54
Stoneberg,1029.44
Laurieton,1029.43
Sherryfurt,1029.38
South Kimberlyside,1029.35
Simsshire,1029.2
South Olivialand,1029.12
South Kristy,1028.98
Goodmanland,1028.86
East Shellyville,1028.82
Port Tommy,1028.81
New Kennethberg,1028.81
New Josebury,1028.71
Port Charlesshire,1028.15
South Davidtown,1028.12
Flowersstad,1027.99
New Christophertown,1027.69
South Kendra,1027.52
North Sethfort,1027.4099999999999
West Toddhaven,1027.07
Janetbury,1026.98
Alvaradoport,1026.97
Weeksshire,1026.73
South Jamesburgh,1026.7
Morriston,1026.56
South Josephhaven,1026.4499999999998
South Destinyshire,1026.41
Hodgesborough,1026.34
Deanville,1026.22
Gibbsville,1026.04
North Nathanside,1026.01
North Cherylburgh,1025.6100000000001
New Christinaburgh,1025.3600000000001
Davidsonberg,1025.35
New Annaport,1025.0900000000001
Guerrerochester,1025.01
Port Donnatown,1024.6399999999999
Beverlyfurt,1024.3999999999999
Bradleyberg,1024.05
Dylantown,1023.6300000000001
North Jasonland,1023.6
West Heatherchester,1023.49
Lake Samanthashire,1022.8900000000001
South Crystaltown,1022.84
Royside,1022.75
Port Colleen,1022.6800000000001
Gardnerchester,1022.6700000000001
Penaberg,1022.5500000000001
New Dwayne,1022.51
South Kathleenchester,1022.26
Oliverstad,1022.14
Miguelchester,1022.14
Harrisonside,1022.02
North Candice,1022.01
Gaystad,1021.5799999999999
Lake Amandabury,1021.5300000000001
Port Denisefort,1021.5
New Kellyfort,1021.49
Quinnberg,1021.4000000000001
Penachester,1021.2900000000001
West Paulland,1021.28
Wigginsmouth,1021.21
New Karenland,1021.16
Port Zacharyton,1021.14
Kellerberg,1021.06
Sullivanberg,1021.03
Lake Danielburgh,1020.76
East Isaachaven,1020.72
Port Nathanchester,1020.7
South Stephenchester,1020.3599999999999
East Craigfort,1020.28
Janebury,1020.11
Port Annette,1020.06
West Sarahview,1019.61
Pierceborough,1019.41
Lake Monique,1019.28
Paigebury,1019.22
Port Tamara,1019.21
South Joy,1019.05
Lindseyside,1018.9
South Davidland,1018.37
South Patriciahaven,1018.34
South Justinside,1018.3199999999999
Evanbury,1018.3199999999999
Deanbury,1018.15
Castroville,1018.12
Port Martinland,1017.9100000000001
Jensenton,1017.91
Lake Jeanne,1017.74
South Ronaldchester,1017.65
Kristenfurt,1017.28
West Shannonport,1016.7800000000001
Lake Maryland,1016.75
North Anthonychester,1016.37
South Kimberlyton,1016.09
New Kimberlystad,1015.98
New Raymondborough,1015.91
New Jasonfurt,1015.87
Lake Gregoryport,1015.77
Hornland,1015.58
New Amandahaven,1015.56
Port Zacharyburgh,1015.51
Kirktown,1015.45
Alvarezbury,1015.4499999999999
Mitchellchester,1015.3499999999999
Mckinneyberg,1015.28
West Kaitlyn,1015.27
Payneberg,1015.27
North Davidton,1015.1600000000001
East Gabriella,1015.1100000000001
Wardview,1015.0600000000001
Beardhaven,1014.96
Ruizhaven,1014.94
New Nicholasside,1014.9300000000001
Port Sabrina,1014.81
Silvaport,1014.78
Watsonton,1014.71
Lake Ryanshire,1014.47
North Shawnchester,1014.41
Browningberg,1014.2199999999999
Wesleyfurt,1013.8000000000001
Douglasburgh,1013.72
Vazquezchester,1013.3999999999999
North Jeffreybury,1013.38
West Annfort,1013.26
Pamelaside,1013.23
Hahnbury,1012.98
Crystalside,1012.98
North Yesenia,1012.65
Carlatown,1012.5899999999999
Christianville,1012.48
Holmesfurt,1012.38
South Melanieview,1012.37
Warnerland,1011.99
Guzmanhaven,1011.89
New Robertside,1011.87
Guerratown,1011.82
Desireeport,1011.82
Tonyberg,1011.6500000000001
Harperfurt,1011.6199999999999
Shellyville,1011.4000000000001
Hodgesfort,1011.38
Kyliemouth,1011.31
Douglasville,1011.27
Tylershire,1011.22
East Donnaview,1010.9100000000001
Frankshire,1010.83
Kyletown,1010.75
Lake Cherylview,1010.5999999999999
Coreystad,1010.5799999999999
Port Matthewton,1010.49
Herreraborough,1010.33
Welchport,1009.9200000000001
Nealhaven,1009.85
Padillaville,1009.8399999999999
Port Matthewshire,1009.72
Port Kevinshire,1009.6800000000001
Lake Nicholasport,1009.6800000000001
South Dwayneport,1009.59
South Brittanyfurt,1009.47
West Karenside,1009.26
New Vickie,1009.25
New Barbarafort,1009.09
Walterhaven,1008.96
East Leslieborough,1008.96
Samanthaview,1008.9000000000001
Lake Stephenmouth,1008.8
South Aliciaport,1008.78
Port Danielstad,1008.71
Deannaberg,1008.6100000000001
East Markview,1008.58
Pattonhaven,1008.1200000000001
Veronicafort,1007.83
Olsonburgh,1007.65
Romerostad,1007.54
Latoyaside,1007.23
Rosariomouth,1007.21
Stonemouth,1007.1999999999999
Alvaradoborough,1006.98
Courtneyfort,1006.81
New Stacyside,1006.77
East Meganhaven,1006.53
Port Stephenville,1006.5
Brandishire,1006.4000000000001
Port Jasonton,1006.37
Geraldmouth,1006.1500000000001
Guerrerohaven,1006.11
Richardsonton,1006.08
South Jessicaville,1005.89
Olsenview,1005.8599999999999
Pacestad,1005.74
Benderhaven,1005.74
Willismouth,1005.46
West Carlos,1005.34
West Stevenberg,1005.27
North Tim,1005.1700000000001
Lake Justinland,1005.12
Cameronside,1004.85
Kristinaside,1004.79
Diazhaven,1004.65
North Stacystad,1004.63
Tarafurt,1003.85
North Brianton,1003.8299999999999
Fitzgeraldhaven,1003.8299999999999
Port Stephanieview,1003.77
Lake Rodneymouth,1003.6500000000001
Tuckerborough,1003.49
East Johnton,1003.41
Hudsonbury,1003.39
Longville,1003.02
South Rebeccaport,1002.52
Port Tinastad,1002.3199999999999
Donaldsonland,1002.26
East Valerie,1002.15
Caseyfurt,1001.81
East Nathanmouth,1001.76
North Sarahport,1001.72
North Brandibury,1001.6400000000001
Jeremyberg,1001.3699999999999
Duncanland,1001.33
East Charlesmouth,1001.02
Dianatown,1000.9200000000001
Lake Timothyfurt,1000.8399999999999
Coxville,1000.81
Port Johntown,1000.72
East Christineburgh,1000.4
Schaeferview,999.96
Dawnstad,999.95
North Dorothystad,999.87
Claudiaburgh,999.84
Batesfort,999.84
Lake Kathyview,999.83
Andreside,999.8
Joanborough,999.76
Lake Jonathanhaven,999.75
Erikaberg,999.73
Dannyside,999.73
Lake Douglasland,999.66
Lake Davidland,999.64
Ericksonmouth,999.62
North Kellyland,999.6100000000001
Deborahton,999.48
South Alvin,999.46
Joseborough,999.46
Reynoldstown,999.34
Port Joshuaville,999.34
Chambersburgh,999.34
Beanville,999.34
Lake Andrewville,999.3299999999999
Port Alishahaven,999.32
Kaneville,999.31
Bradleyville,999.28
Vaughnburgh,999.23
North Latoyabury,999.2
Flemingstad,999.17
Hubbardstad,999.16
Blacktown,999.14
Port Kylechester,999.13
Port Bryanshire,999.07
Lambertview,999.0200000000001
West Maryshire,998.95
Port Kathyview,998.88
North Whitneyberg,998.88
Port Williamton,998.83
Port Danielton,998.83
West Alanstad,998.76
North Joel,998.75
Cummingsmouth,998.74
North Scottport,998.65
Bartonshire,998.62
New Margaretstad,998.59
East Kyleland,998.56
West Oliviahaven,998.51
Moniquetown,998.5
Lake Loretta,998.43
South Maurice,998.42
Foxburgh,998.37
Port Grantburgh,998.29
Bentleyburgh,998.29
Milesland,998.25
New Aprilstad,998.09
Port Frankmouth,998.08
Munozborough,998.02
Palmerfurt,997.98
Mariochester,997.98
Hudsonburgh,997.94
Spencerport,997.9100000000001
Linview,997.86
East Scottton,997.86
West Ruben,997.81
Alvaradoview,997.76
North Bonnieside,997.74
East Kathy,997.73
North Brittanyville,997.71
South Stephanieville,997.67
New Annabury,997.67
West Andreabury,997.65
West Joseberg,997.63
North Harryshire,997.6
South Garyshire,997.52
Lake Brendanmouth,997.48
North Kevintown,997.46
Buchananville,997.4499999999999
South Matthewport,997.37
Port Tanyastad,997.34
Phelpsport,997.32
South Carolyntown,997.3
South Georgeburgh,997.29
New Miamouth,997.29
New Ernestshire,997.27
West Judithshire,997.23
Lake Erinchester,997.2
Lake Zacharyview,997.18
Valerieshire,997.1700000000001
New Rebeccahaven,997.04
West Samanthaville,996.98
South Melissaborough,996.86
Frederickshire,996.85
Alvaradofort,996.82
Lake Tamaramouth,996.78
Perezport,996.77
Brockstad,996.76
South Darren,996.71
Lowebury,996.6800000000001
North Joseshire,996.6700000000001
Tonybury,996.62
Leahport,996.62
Port Dawnberg,996.55
Mcclureton,996.54
West Dawnbury,996.52
New Judyview,996.52
Dianaside,996.48
Mackville,996.44
Autumnbury,996.4100000000001
Port Victortown,996.41
Rubenton,996.4
Port Catherineburgh,996.39
Julianfurt,996.35
West Rebekah,996.34
Milesville,996.32
Calvinshire,996.3199999999999
West Virginia,996.3
Port Jeffreyside,996.29
West Veronicaland,996.27
Barrettview,996.26
New Desireefurt,996.24
West Alexa,996.17
Brennanburgh,996.04
Bethchester,996.03
Katrinashire,996.02
Campbellshire,995.99
Annetteshire,995.97
Alvaradotown,995.96
Port Gregoryshire,995.95
Herreraland,995.87
West Troymouth,995.8299999999999
South Mitchellville,995.75
Goodshire,995.61
Lake Carriestad,995.5799999999999
Sierrafort,995.53
Cindyfurt,995.49
Heiditown,995.37
Lake Francisco,995.36
Port Joan,995.34
North Matthewberg,995.31
Tammieton,995.27
South Sandrashire,995.27
Coreymouth,995.27
Lake Nancyland,995.24
Lake Emilyview,995.2
Jillianburgh,995.19
Melanieberg,995.18
West Theresatown,995.12
North Oscarmouth,995.09
South Misty,995.0899999999999
Reillymouth,995.07
Ryanchester,995.04
New Maxborough,995.03
South Cherylmouth,995.02
Lake Scottbury,994.89
New Ronaldmouth,994.88
West Lindaton,994.85
North Ernestland,994.82
North Edwardborough,994.67
Lake Lindsayshire,994.66
West Adamburgh,994.65
East Rebeccafort,994.6
South Shelley,994.59
North Tamarafurt,994.59
Deanborough,994.56
Wisefurt,994.47
Odonnellmouth,994.41
New Kellyview,994.34
East Codyton,994.31
Abigailfurt,994.3
New Nathanview,994.23
New Georgeshire,994.21
Bethborough,994.17
Hartland,994.1600000000001
Curtisport,994.1
Spearsstad,994.0
Skinnermouth,993.98
Fritzport,993.97
Lake Joshuaport,993.92
New Georgeland,993.88
Berryside,993.84
West Nicholasshire,993.77
New Margarettown,993.74
West Beverlybury,993.73
Lake Gwendolyn,993.73
Weaverborough,993.6400000000001
Port Annshire,993.63
West Lauraview,993.6199999999999
New Marcusfurt,993.58
Port Carolstad,993.51
West Rebeccatown,993.5
West Jesseburgh,993.48
West Dannystad,993.47
Cathyfurt,993.43
Dickersonbury,993.42
South Leahtown,993.34
Mathisport,993.34
Lake Johnnyshire,993.34
West Sharonside,993.33
Lake Elizabethfort,993.33
Sallyport,993.22
North Stephenborough,993.21
West Rebeccaside,993.19
East Jamesfurt,993.18
Port Biancashire,993.17
New Victoriahaven,993.15
Weberbury,993.09
Victorfort,993.0699999999999
West Frankview,992.99
North Jillianberg,992.98
Lukeport,992.98
East Jackchester,992.97
South Sabrinastad,992.94
North Darrellborough,992.94
East Katrinabury,992.88
West Jeffreybury,992.86
Simpsonberg,992.85
Riceton,992.85
Lake Oscarport,992.82
Gallegosborough,992.8
Fullermouth,992.79
New Joannland,992.74
West Amyton,992.7
North Williamside,992.65
South Adrienne,992.62
Fieldsfort,992.62
Beckyhaven,992.61
East Jacobhaven,992.54
Billyhaven,992.54
North Joelshire,992.53
South Bryanmouth,992.44
East Brianburgh,992.33
Lake Joy,992.27
Joanton,992.27
Fullerhaven,992.25
Warnerbury,992.23
Port Lynnhaven,992.22
Hoopermouth,992.22
West Anthonystad,992.19
Stevenstown,992.19
North Dustinport,992.1400000000001
South Ericmouth,992.09
Port Moniqueton,992.09
South Dennishaven,992.08
New Dariushaven,992.03
Lindsayshire,991.96
Richardsborough,991.95
Beasleyfurt,991.93
Castanedaville,991.82
New Greggfort,991.8
Christineside,991.79
South Troymouth,991.75
Port Teresaton,991.63
Harveyfurt,991.54
North Jessicaland,991.53
Lake Robertchester,991.52
Lake Calvin,991.51
West Jackland,991.43
North Vickiside,991.42
Karlaton,991.36
East Bethanyland,991.35
West Charlesburgh,991.34
Lake Joannebury,991.31
East Kristatown,991.3
Port Donaldmouth,991.2
Lake Lukemouth,991.2
West Heidibury,991.18
West Kimberlyside,991.16
Alejandraland,991.14
South Danielleland,991.11
Barryhaven,991.11
Loweland,990.96
Victorberg,990.94
Candacemouth,990.88
East Frederickland,990.87
North Taylorville,990.84
North Sydneyport,990.82
West Cathyland,990.76
South Benjaminbury,990.76
South Michaelchester,990.75
Hicksbury,990.75
Jodihaven,990.73
Maybury,990.72
North Kevinland,990.7
East Devon,990.67
Port Seanberg,990.6600000000001
Meaganside,990.66
West Zacharyhaven,990.61
West Staceyborough,990.54
Crossmouth,990.54
Dustinhaven,990.52
